condition,severity,method,image,IoU,F1,inference_ms
fog,0.0,twinlite,clips/0601/1494453641541664519/20.jpg,0.25877061469265367,0.4111481657932349,8.49104207009077
fog,0.0,twinlite,clips/0601/1494453647538775071/20.jpg,0.4114796057289114,0.5830471854624021,7.940292009152472
fog,0.0,twinlite,clips/0601/1494453653536229036/20.jpg,0.29122448979591836,0.4510826616089774,8.013291051611304
fog,0.0,twinlite,clips/0601/1494453661532670510/20.jpg,0.4540136496587585,0.6244970943227536,7.854958064854145
fog,0.0,twinlite,clips/0601/1494453667532618102/20.jpg,0.4915643621221911,0.6591259145167502,8.167417021468282
fog,0.0,twinlite,clips/0601/1494453673527450206/20.jpg,0.4246118176069697,0.5961087958967276,8.828041958622634
fog,0.0,twinlite,clips/0601/1494453679527133712/20.jpg,0.40814388136527974,0.5796905937901173,9.037000010721385
fog,0.0,twinlite,clips/0601/1494453685522315222/20.jpg,0.2078740157480315,0.34419817470664926,8.106374996714294
fog,0.0,twinlite,clips/0601/1494453691519533853/20.jpg,0.2513622668119751,0.4017418032786885,8.048999938182533
fog,0.0,twinlite,clips/0601/1494453697518974585/20.jpg,0.2558886509635974,0.40750213128729756,8.020041044801474
fog,0.0,twinlite,clips/0601/1494453703514316264/20.jpg,0.28682196450653386,0.44578344544580933,9.015750023536384
fog,0.0,twinlite,clips/0601/1494453709513778562/20.jpg,0.21499942131862196,0.35390868101860673,8.993750088848174
fog,0.0,twinlite,clips/0601/1494453715509045873/20.jpg,0.4876967151995605,0.6556399704547854,9.222000022418797
fog,0.0,twinlite,clips/0601/1494453721506443914/20.jpg,0.522762556119666,0.6865975972666152,7.923791999928653
fog,0.0,twinlite,clips/0601/1494453727503739315/20.jpg,0.2921141334169476,0.45214911881578546,8.910916978493333
fog,0.0,twinlite,clips/0601/1494453733501172122/20.jpg,0.23994665572425114,0.3870273847935799,12.882084003649652
fog,0.0,twinlite,clips/0601/1494453739498514009/20.jpg,0.5188203631401387,0.6831885794149946,9.10166697576642
fog,0.0,twinlite,clips/0601/1494453745495966700/20.jpg,0.29836143273071974,0.4595968814372507,9.160749963484704
fog,0.0,twinlite,clips/0601/1494453751493293308/20.jpg,0.2715045817321904,0.4270603277926305,9.380375035107136
fog,0.0,twinlite,clips/0601/1494453757490822445/20.jpg,0.26799731633679974,0.42270959549194426,9.78379207663238
